Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.614909E+04,1.663194E+03,5.695969E-01,1.373460E-01
00:30:00,1.618130E+04,1.553400E+03,5.707330E-01,1.282780E-01
00:45:00,1.621222E+04,1.448419E+03,5.718234E-01,1.196075E-01
01:00:00,1.624223E+04,1.348023E+03,5.728816E-01,1.113158E-01
01:15:00,1.626040E+04,1.263233E+03,5.735222E-01,1.043130E-01
01:30:00,1.627533E+04,1.185221E+03,5.740486E-01,9.787019E-02
01:45:00,1.628817E+04,1.112970E+03,5.745015E-01,9.190323E-02
02:00:00,1.629948E+04,1.045886E+03,5.749004E-01,8.636298E-02
02:15:00,1.630727E+04,9.850684E+02,5.751753E-01,8.134032E-02
02:30:00,1.631379E+04,9.282976E+02,5.754051E-01,7.665193E-02
02:45:00,1.631951E+04,8.752727E+02,5.756071E-01,7.227294E-02
03:00:00,1.632463E+04,8.257441E+02,5.757876E-01,6.818274E-02
03:15:00,1.632902E+04,7.787661E+02,5.759423E-01,6.430320E-02
03:30:00,1.633285E+04,7.339576E+02,5.760772E-01,6.060286E-02
03:45:00,1.633632E+04,6.911345E+02,5.761998E-01,5.706651E-02
04:00:00,1.633947E+04,6.501868E+02,5.763106E-01,5.368504E-02
04:15:00,1.633553E+04,6.176845E+02,5.761719E-01,5.100096E-02
04:30:00,1.632931E+04,5.890287E+02,5.759527E-01,4.863463E-02
04:45:00,1.632159E+04,5.638080E+02,5.756803E-01,4.655199E-02
05:00:00,1.631288E+04,5.418404E+02,5.753734E-01,4.473801E-02
05:15:00,1.629373E+04,5.499625E+02,5.746981E-01,4.540846E-02
05:30:00,1.627144E+04,6.238883E+02,5.739123E-01,5.151297E-02
05:45:00,1.624719E+04,7.823164E+02,5.730573E-01,6.459695E-02
06:00:00,1.622139E+04,1.021677E+03,5.721477E-01,8.436538E-02
06:15:00,1.619880E+04,1.319030E+03,5.713511E-01,1.089198E-01
06:30:00,1.617765E+04,1.625664E+03,5.706053E-01,1.342378E-01
06:45:00,1.615720E+04,1.914592E+03,5.698841E-01,1.580908E-01
07:00:00,1.613729E+04,2.181172E+03,5.691823E-01,1.800963E-01
07:15:00,1.613080E+04,2.417561E+03,5.689538E-01,1.996098E-01
07:30:00,1.612655E+04,2.637102E+03,5.688039E-01,2.177333E-01
07:45:00,1.612364E+04,2.843929E+03,5.687012E-01,2.348072E-01
08:00:00,1.612171E+04,3.046636E+03,5.686331E-01,2.515410E-01
08:15:00,1.615987E+04,3.204751E+03,5.699791E-01,2.645941E-01
08:30:00,1.620328E+04,3.354509E+03,5.715092E-01,2.769575E-01
08:45:00,1.624989E+04,3.500404E+03,5.731516E-01,2.890026E-01
09:00:00,1.629868E+04,3.640760E+03,5.748705E-01,3.005904E-01
09:15:00,1.632300E+04,3.795844E+03,5.757263E-01,3.133946E-01
09:30:00,1.634578E+04,3.943024E+03,5.765283E-01,3.255463E-01
09:45:00,1.636780E+04,4.078063E+03,5.773038E-01,3.366957E-01
10:00:00,1.638941E+04,4.200508E+03,5.780651E-01,3.468052E-01
10:15:00,1.639587E+04,4.322834E+03,5.782923E-01,3.569076E-01
10:30:00,1.640039E+04,4.430924E+03,5.784516E-01,3.658355E-01
10:45:00,1.640383E+04,4.525435E+03,5.785728E-01,3.736424E-01
11:00:00,1.640651E+04,4.605262E+03,5.786671E-01,3.802368E-01
11:15:00,1.640816E+04,4.668430E+03,5.787253E-01,3.854531E-01
11:30:00,1.640953E+04,4.717823E+03,5.787736E-01,3.895347E-01
11:45:00,1.641069E+04,4.757298E+03,5.788146E-01,3.927994E-01
12:00:00,1.641167E+04,4.792294E+03,5.788491E-01,3.956945E-01
12:15:00,1.641242E+04,4.832948E+03,5.788757E-01,3.990611E-01
12:30:00,1.641318E+04,4.886447E+03,5.789027E-01,4.034901E-01
12:45:00,1.641394E+04,4.959464E+03,5.789294E-01,4.095295E-01
13:00:00,1.641468E+04,5.056365E+03,5.789557E-01,4.175415E-01
13:15:00,1.641580E+04,5.173089E+03,5.789954E-01,4.272045E-01
13:30:00,1.641683E+04,5.307123E+03,5.790315E-01,4.382958E-01
13:45:00,1.641778E+04,5.452497E+03,5.790651E-01,4.503247E-01
14:00:00,1.641867E+04,5.602282E+03,5.790966E-01,4.627185E-01
14:15:00,1.641908E+04,5.750907E+03,5.791106E-01,4.749991E-01
14:30:00,1.641932E+04,5.891445E+03,5.791191E-01,4.866083E-01
14:45:00,1.641944E+04,6.019222E+03,5.791233E-01,4.971624E-01
15:00:00,1.641947E+04,6.129330E+03,5.791241E-01,5.062457E-01
15:15:00,1.641230E+04,6.228560E+03,5.788713E-01,5.144171E-01
15:30:00,1.640319E+04,6.308190E+03,5.785501E-01,5.209682E-01
15:45:00,1.639290E+04,6.365902E+03,5.781875E-01,5.257012E-01
16:00:00,1.638173E+04,6.403232E+03,5.777936E-01,5.287571E-01
16:15:00,1.635109E+04,6.441021E+03,5.767131E-01,5.318635E-01
16:30:00,1.631588E+04,6.466126E+03,5.754722E-01,5.339240E-01
16:45:00,1.627789E+04,6.476124E+03,5.741330E-01,5.347395E-01
17:00:00,1.623785E+04,6.473489E+03,5.727219E-01,5.345142E-01
17:15:00,1.618210E+04,6.472617E+03,5.707568E-01,5.344348E-01
17:30:00,1.612538E+04,6.459568E+03,5.687574E-01,5.333502E-01
17:45:00,1.606795E+04,6.434147E+03,5.667337E-01,5.312497E-01
18:00:00,1.600997E+04,6.387953E+03,5.646905E-01,5.274319E-01
18:15:00,1.595697E+04,6.302606E+03,5.628236E-01,5.203801E-01
18:30:00,1.590504E+04,6.173122E+03,5.609941E-01,5.096837E-01
18:45:00,1.585358E+04,5.988109E+03,5.591808E-01,4.944024E-01
19:00:00,1.580241E+04,5.728555E+03,5.573773E-01,4.729703E-01
19:15:00,1.578024E+04,5.372411E+03,5.565963E-01,4.435637E-01
19:30:00,1.576000E+04,4.956941E+03,5.558828E-01,4.092587E-01
19:45:00,1.574091E+04,4.549710E+03,5.552094E-01,3.756344E-01
20:00:00,1.572266E+04,4.199463E+03,5.545654E-01,3.467172E-01
20:15:00,1.571208E+04,3.920416E+03,5.541916E-01,3.236798E-01
20:30:00,1.570456E+04,3.724813E+03,5.539251E-01,3.075344E-01
20:45:00,1.569891E+04,3.567281E+03,5.537252E-01,2.945334E-01
21:00:00,1.569464E+04,3.429458E+03,5.535738E-01,2.831602E-01
21:15:00,1.570471E+04,3.288490E+03,5.539284E-01,2.715287E-01
21:30:00,1.572176E+04,3.148644E+03,5.545292E-01,2.599875E-01
21:45:00,1.574312E+04,3.010227E+03,5.552820E-01,2.485629E-01
22:00:00,1.576768E+04,2.872048E+03,5.561479E-01,2.371552E-01
22:15:00,1.580799E+04,2.724540E+03,5.575696E-01,2.249742E-01
22:30:00,1.585146E+04,2.580152E+03,5.591025E-01,2.130505E-01
22:45:00,1.589700E+04,2.437415E+03,5.607082E-01,2.012692E-01
23:00:00,1.594413E+04,2.297792E+03,5.623700E-01,1.897451E-01
23:15:00,1.598733E+04,2.164474E+03,5.638931E-01,1.787415E-01
23:30:00,1.602985E+04,2.033030E+03,5.653925E-01,1.678919E-01
23:45:00,1.607218E+04,1.904697E+03,5.668849E-01,1.572927E-01
24:00:00,1.611443E+04,1.778481E+03,5.683747E-01,1.468681E-01
Peak,1.641947E+04,6.476124E+03,5.791241E-01,5.347395E-01

Peak Vol Flow (m3/s),,,4.956214E-01,4.576364E-01
